,dx/dx0{power: 1.0}_x,C_x,dx/dx0{power: 1.0} * x{power: 1.0}_x,x{power: 1.0}_x,y{power: 1.0}_x,dx/dx0{power: 1.0} * y{power: 1.0}_x,dy/dx0{power: 1.0}_x,C_y,"d^2y/dx0^2{power: 1.0} * sin{power: 1.0, dim: 0.0}_y",x{power: 1.0} * dy/dx0{power: 1.0}_y,d^2x/dx0^2{power: 1.0}_y,y{power: 1.0}_y,PWM{power: 1.0}_y,d^2y/dx0^2{power: 1.0}_y,x{power: 1.0}_y,dy/dx0{power: 1.0}_y,y{power: 1.0} * dy/dx0{power: 1.0}_y,dx/dx0{power: 1.0}_y
0,0.724033335807818,4.92854350157628e-05,-1.0,-6.76402688559964e-05,0.0,0.0,0.0,2.1040050468803374e-11,-1.0,8.474092273369017e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,-1.0,-6.828172877787672e-05,1.38066490179932,9.366569257973016e-05,0.0,0.0,0.0,6.796856664437626e-05,0.0,0.0,0.0,-0.000157947160462619,0.0,-1.0,0.0,0.0,0.0,0.0
2,0.42932136502686224,2.8016523950240237e-05,0.0,0.0,-6.437099624832535e-05,-1.0,0.0,2.5972066757640115e-06,0.0,0.0,0.0,0.0,0.0,0.0,-3.87222596963487e-06,0.4337399246258963,-1.0,0.0
3,-1.0,-0.0018450916327843263,0.0,0.0,0.004059764510344007,0.0,-0.32121070143745634,-3.874976940301953e-05,0.0,0.0,0.0,0.0,0.0,-1.0,5.402233613320265e-05,0.0,0.0,0.0
4,-1.0,-0.00010607315404033761,0.0,0.0,0.0,0.0,-0.3959301893057875,-3.874976940301953e-05,0.0,0.0,0.0,0.0,0.0,-1.0,5.402233613320265e-05,0.0,0.0,0.0
5,-1.0,-0.00010607315404033761,0.0,0.0,0.0,0.0,-0.3959301893057875,-8.537580939373608e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.434354122015647,-1.0,0.0010365165435348533
