,dy/dx0{power: 1.0}_x,x{power: 1.0}_x,C_x,d^2x/dx0^2{power: 1.0}_x,dx/dx0{power: 1.0}_x,y{power: 1.0}_x,"d^2x/dx0^2{power: 1.0} * t{power: 1.0, dim: 0.0}_x",y{power: 1.0}_y,dy/dx0{power: 1.0}_y,C_y,"dy/dx0{power: 1.0} * t{power: 1.0, dim: 0.0}_y",d^2y/dx0^2{power: 1.0}_y,x{power: 1.0}_y,"dx/dx0{power: 1.0} * sin{power: 1.0, dim: 0.0}_y","t{power: 1.0, dim: 0.0}_y","d^2y/dx0^2{power: 1.0} * cos{power: 1.0, dim: 0.0}_y"
0,0.0,-0.0001369786717885775,0.0001142751279126187,-1.0,0.0,0.0,0.0,0.7024005699467493,493.0640628881047,-0.44795597975906964,-1.0,0.0,0.0,0.0,0.0,0.0
1,-0.010161106250560718,-0.00021690470692785574,0.0001770589420243794,-1.0,0.0,0.0,0.0,0.0,-1.0,0.006178836493152238,0.0,0.0,-0.007865879282078006,0.0,0.0,0.0
2,0.0,0.0,-0.0011430576268522835,0.0,-1.0,0.001541444874025972,0.0,0.0,-1.0,0.006178836493152238,0.0,0.0,-0.007865879282078006,0.0,0.0,0.0
3,0.0,-0.0001369786717885775,0.0001142751279126187,-1.0,0.0,0.0,0.0,0.0,-1.0,0.006178836493152238,0.0,0.0,-0.007865879282078006,0.0,0.0,0.0
4,0.0,0.0,-0.0025312191650814337,0.0,0.0,0.0031207956263603555,-1.0,0.7024005699467493,493.0640628881047,-0.44795597975906964,-1.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,-0.0011430576268522835,0.0,-1.0,0.001541444874025972,0.0,0.0,0.0,-6.589932622846738e-10,0.0,0.0,0.0,0.0,1.000516850535203e-12,-1.0
