RMSE_x,RMSE_y,CRPS_x,CRPS_y
0.01930354709078985,0.030481108808465527,0.015144937030934724,0.022965459605862926
0.021038900046162236,0.028647218155774118,0.0166629224781039,0.02170190743523084
0.02383116473590561,0.019464343855398306,0.018844851416769642,0.016169457124212288
0.04948220469956724,0.01948211363357071,0.03119044449729615,0.01623332263029984
0.05268733140168181,0.019256583488930026,0.03259047509713299,0.016004719236383583
0.019369534910932226,0.019377235312243772,0.015221135030008553,0.016119816843785224
0.02314912224577461,0.019250998323433213,0.0178296545060637,0.01589698572849647
0.022076028608408425,0.01922877165679107,0.016912180422617915,0.015824777683147027
0.020079366882140712,0.019249421088959245,0.015763469605530555,0.015931179322492398
0.0423654065596221,0.01912969123833759,0.029462500326097783,0.015659258373033433
