,C_x,dx/dx0{power: 1.0}_x,y{power: 1.0}_x,"dx/dx0{power: 1.0} * t{power: 1.0, dim: 0.0}_x",x{power: 1.0} * dx/dx0{power: 1.0}_x,"t{power: 1.0, dim: 0.0}_x",d^2x/dx0^2{power: 1.0}_x,dy/dx0{power: 1.0}_x,"dx/dx0{power: 1.0} * cos{power: 1.0, dim: 0.0}_x",y{power: 1.0}_y,d^2x/dx0^2{power: 1.0}_y,C_y,"dy/dx0{power: 1.0} * sin{power: 1.0, dim: 0.0}_y",d^2y/dx0^2{power: 1.0}_y,x{power: 1.0}_y,"t{power: 1.0, dim: 0.0}_y",dy/dx0{power: 1.0} * d^2y/dx0^2{power: 1.0}_y
0,-0.0024443573724691236,-1.0,0.0054709678468699684,0.0,0.0,0.0,0.0,0.0,0.0,4.337506792154272e-07,0.0,-1.845895206641781e-07,-1.0,0.0,0.0,0.0,0.0
1,-8.212743252841226e-05,0.7157612331320223,0.00019070163201419626,0.0,-1.0,0.0,0.0,0.0,0.0,4.337506792154272e-07,0.0,-1.845895206641781e-07,-1.0,0.0,0.0,0.0,0.0
2,-0.002618106788711812,-1.0,0.006024568063918647,0.0,0.0,-1.84794263265343e-07,0.0,0.0,0.0,0.0,0.0,-1.939502096453691e-08,-1.0,0.0,2.8731202265947387e-08,0.0,0.0
3,-0.0024443573724691236,-1.0,0.0054709678468699684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.434234346499356e-10,0.0,0.0,0.0,3.32824346376056e-13,-1.0
4,-0.0018713749888041864,-1.0,0.004344893475910289,0.0024221317208139867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.434234346499356e-10,0.0,0.0,0.0,3.32824346376056e-13,-1.0
5,-1.0304281978776112e-10,0.0,0.0,0.0,0.0,0.0,0.0,-2.7287763368126787e-06,-1.0,0.0,0.0,-3.8691468186217876e-05,0.0,-1.0,5.39407616307487e-05,0.0,0.0
