RMSE_x,RMSE_y,CRPS_x,CRPS_y
0.024381580081678032,0.02415641412867447,0.01861498831150192,0.01892481680445073
0.022698967539242894,0.023549670985928237,0.017141019327891915,0.0189997069247068
0.022075356597407243,0.02432969921146,0.016571349794751437,0.019742776749940433
0.019950216477920904,0.020966691334167134,0.01566672977293143,0.017358470060269485
0.022475570260215884,0.01971390327032716,0.017003243162818482,0.01595170143894806
0.020903807186751944,0.020534746466674417,0.015808149681131662,0.01700326549679313
0.022708038506578876,0.02034954947710248,0.016944824664452445,0.016739123262263265
0.019417757663167463,0.022537551970481236,0.015088435433158407,0.01782636782259048
0.022869483317264568,0.021078812671792246,0.01714864257582228,0.016973228396360764
0.019785149437536,0.020363299388333297,0.01519447593456402,0.0167643757310714
